"   ","AREACODE","AREANAME","PARENTCODE","AREA_LEVEL"
"2653","430381","湘乡市","4303","3"
"2654","420902","孝南区","4209","3"
"2655","420923","云梦县","4209","3"
"2656","420984","汉川市","4209","3"
"2657","430503","大祥区","4305","3"
"2658","430522","新邵县","4305","3"
"2659","430525","洞口县","4305","3"
"2660","430529","城步苗族自治县","4305","3"
"2661","430602","岳阳楼区","4306","3"
"2662","430621","岳阳县","4306","3"
"2663","430626","平江县","4306","3"
"2664","430702","武陵区","4307","3"
"2665","430722","汉寿县","4307","3"
"2666","513325","雅江县","5133","3"
"2667","513327","炉霍县","5133","3"
"2668","513330","德格县","5133","3"
"2669","513333","色达县","5133","3"
"2670","513336","乡城县","5133","3"
"2671","513401","西昌市","5134","3"
"2672","513424","德昌县","5134","3"
"2673","513427","宁南县","5134","3"
"2674","513430","金阳县","5134","3"
"2675","513433","冕宁县","5134","3"
"2676","513436","美姑县","5134","3"
"2677","520102","南明区","5201","3"
"2678","520112","乌当区","5201","3"
"2679","520121","开阳县","5201","3"
"2680","520123","修文县","5201","3"
"2681","520302","红花岗区","5203","3"
"2682","520322","桐梓县","5203","3"
"2683","520325","道真仡佬族苗族自治县","5203","3"
"2684","520328","湄潭县","5203","3"
"2685","520381","赤水市","5203","3"
"2686","654221","额敏县","6542","3"
"2687","654225","裕民县","6542","3"
"2688","650104","新市区","6501","3"
"2689","650107","达坂城区","6501","3"
"2690","650202","独山子区","6502","3"
"2691","650205","乌尔禾区","6502","3"
"2692","650502","伊州区","6505","3"
"2693","652301","昌吉市","6523","3"
"2694","652324","玛纳斯县","6523","3"
"2695","652328","木垒哈萨克自治县","6523","3"
"2696","652722","精河县","6527","3"
"2697","652822","轮台县","6528","3"
"2698","652825","且末县","6528","3"
"2699","652828","和硕县","6528","3"
"2700","652922","温宿县","6529","3"
"2701","652925","新和县","6529","3"
"2702","652928","阿瓦提县","6529","3"
"2703","653022","阿克陶县","6530","3"
"2704","653101","喀什市","6531","3"
"2705","653123","英吉沙县","6531","3"
"2706","653126","叶城县","6531","3"
"2707","653129","伽师县","6531","3"
"2708","653201","和田市","6532","3"
"2709","653223","皮山县","6532","3"
"2710","653226","于田县","6532","3"
"2711","654003","奎屯市","6540","3"
"2712","654022","察布查尔锡伯自治县","6540","3"
"2713","654026","昭苏县","6540","3"
"2714","654301","阿勒泰市","6543","3"
"2715","654323","福海县","6543","3"
"2716","654326","吉木乃县","6543","3"
"2717","659003","图木舒克市","6590","3"
"2718","620102","城关区","6201","3"
"2719","620105","安宁区","6201","3"
"2720","620321","永昌县","6203","3"
"2721","620403","平川区","6204","3"
"2722","620423","景泰县","6204","3"
"2723","620503","麦积区","6205","3"
"2724","620523","甘谷县","6205","3"
"2725","620602","凉州区","6206","3"
"2726","620623","天祝藏族自治县","6206","3"
"2727","620722","民乐县","6207","3"
"2728","620725","山丹县","6207","3"
"2729","620821","泾川县","6208","3"
"2730","620824","华亭县","6208","3"
"2731","620902","肃州区","6209","3"
"2732","620923","肃北蒙古族自治县","6209","3"
"2733","621002","西峰区","6210","3"
"2734","621023","华池县","6210","3"
"2735","621026","宁县","6210","3"
"2736","621102","安定区","6211","3"
"2737","621123","渭源县","6211","3"
"2738","621126","岷县","6211","3"
"2739","621221","成县","6212","3"
"2740","621224","康县","6212","3"
"2741","621227","徽县","6212","3"
"2742","622921","临夏县","6229","3"
"2743","622924","广河县","6229","3"
"2744","622927","积石山保安族东乡族撒拉族自治县","6229","3"
"2745","623023","舟曲县","6230","3"
"2746","623026","碌曲县","6230","3"
"2747","130636","顺平县","1306","3"
"2748","131023","永清县","1310","3"
"2749","140428","长子县","1404","3"
"2750","141025","古县","1410","3"
"2751","150428","喀喇沁旗","1504","3"
"2752","120106","红桥区","12","3"
"2753","130404","复兴区","1304","3"
"2754","350104","仓山区","3501","3"
"2755","350629","华安县","3506","3"
"2756","360521","分宜县","3605","3"
"2757","361128","鄱阳县","3611","3"
"2758","370611","福山区","3706","3"
"2759","371326","平邑县","3713","3"
"2760","410303","西工区","4103","3"
"2761","150785","根河市","1507","3"
"2762","210522","桓仁满族自治县","2105","3"
"2763","220281","蛟河市","2202","3"
"2764","230111","呼兰区","2301","3"
"2765","230402","向阳区","2304","3"
"2766","230904","茄子河区","2309","3"
"2767","320106","鼓楼区","3201","3"
"2768","320724","灌南县","3207","3"
"2769","330182","建德市","3301","3"
"2770","330324","永嘉县","3303","3"
"2771","340321","怀远县","3403","3"
"2772","431224","溆浦县","4312","3"
"2773","440233","新丰县","4402","3"
"2774","450203","鱼峰区","4502","3"
"2775","450722","浦北县","4507","3"
"2776","440883","吴川市","4408","3"
"2777","411081","禹州市","4110","3"
"2778","411628","鹿邑县","4116","3"
"2779","420881","钟祥市","4208","3"
"2780","420921","孝昌县","4209","3"
"2781","513329","新龙县","5133","3"
"2782","431322","新化县","4313","3"
"2783","530326","会泽县","5303","3"
"2784","532322","双柏县","5323","3"
"2785","540523","桑日县","5405","3"
"2786","610222","宜君县","6102","3"
"2787","610625","志丹县","6106","3"
"2788","630122","湟中县","6301","3"
"2789","640302","利通区","6403","3"
"2790","620521","清水县","6205","3"
"2791","622926","东乡族自治县","6229","3"
"2792","652926","拜城县","6529","3"
"2793","141126","石楼县","1411","3"
"2794","210104","大东区","2101","3"
"2795","220183","德惠市","2201","3"
"2796","130207","丰南区","1302","3"
"2797","350303","涵江区","3503","3"
"2798","230305","梨树区","2303","3"
"2799","320611","港闸区","3206","3"
"2800","330802","柯城区","3308","3"
"2801","330922","嵊泗县","3309","3"
"2802","431103","冷水滩区","4311","3"
"2803","440513","潮阳区","4405","3"
"2804","450902","玉州区","4509","3"
"2805","441223","广宁县","4412","3"
"2806","420205","铁山区","4202","3"
"2807","520203","六枝特区","5202","3"
"2808","520423","镇宁布依族苗族自治县","5204","3"
"2809","532503","蒙自市","5325","3"
"2810","610830","清涧县","6108","3"
"2811","632624","达日县","6326","3"
"2812","130802","双桥区","1308","3"
"2813","370702","潍城区","3707","3"
"2814","410328","洛宁县","4103","3"
"2815","620122","皋兰县","6201","3"
"2816","500103","渝中区","50","3"
"2817","500104","大渡口区","50","3"
"2818","500105","江北区","50","3"
"2819","500101","万州区","50","3"
"2820","500106","沙坪坝区","50","3"
"2821","500107","九龙坡区","50","3"
"2822","500108","南岸区","50","3"
"2823","500102","涪陵区","50","3"
"2824","500232","武隆区","50","3"
"2825","500113","巴南区","50","3"
"2826","500119","南川区","50","3"
"2827","500226","荣昌区","50","3"
"2828","500233","忠县","50","3"
"2829","500120","北部新区","50","3"
"2830","500127","璧山区","50","3"
"2831","500114","黔江区","50","3"
"2832","500228","梁平区","50","3"
"2833","500222","綦江区","50","3"
"2834","500115","长寿区","50","3"
"2835","500234","开州区","50","3"
"2836","500116","江津区","50","3"
"2837","500229","城口县","50","3"
"2838","500223","潼南区","50","3"
"2839","500109","北碚区","50","3"
"2840","500230","丰都县","50","3"
"2841","500110","万盛区","50","3"
"2842","500117","合川区","50","3"
"2843","500112","渝北区","50","3"
"2844","500224","铜梁区","50","3"
"2845","500231","垫江县","50","3"
"2846","500118","永川区","50","3"
"2847","500225","大足区","50","3"
"2848","500241","秀山县","50","3"
"2849","500236","奉节县","50","3"
"2850","500242","酉阳县","50","3"
"2851","500243","彭水县","50","3"
"2852","500237","巫山县","50","3"
"2853","500238","巫溪县","50","3"
"2854","500235","云阳县","50","3"
"2855","500240","石柱县","50","3"
